,emotion,text
348,happiness,I finished @Melzer 's Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym
349,happiness,"@joycecherrier Awww. Don't mean to sound like an overgrown age 37 baby, but I'm still stick. Not as bad as yesterday, but still bad."
350,happiness,in park slope brooklyn working the bust photoshoot. this is so exciting! &amp;no more fever! but my tonsils are the size of golfballs
351,happiness,@jami_hirsch: Thanks for the follow! Wish I were out of my 9-5!   plan to open a shoppe in TC when the economy turns.
352,happiness,TGIF!! Its a GORGEOUS day in Reno today. And I'm stuck inside.
353,happiness,@emILLyschwindt thanks lady.... bummer for sure.
354,happiness,"is in class, trying to listen but I really like twitter, facebook, .&amp; myspace  oh yeaaah .&amp; I'm hungry!"
355,happiness,"Wicked, my DVB-S tuner card has arrived. Although not sure I'll be able to get it all set up ready for the FA Cup final tomorrow"
356,happiness,"Up and at em... got a big To Do List for today, and hubby has to work   But then weekend is going to be just us... I think!"
357,happiness,@katiesol It re-entered my brain orbit thanks to me watching Ryan Reynolds mugging away in &quot;Just Friends&quot; recently
358,happiness,"Just got in a nasty argument with someone I normally like very much.  She doesn't forgive well, either"
359,happiness,@dreamobscene I know how you feel  Have a lovely relaxing weekend!
360,happiness,"@LizzieCoulter oh dear. (I'm sorry, but i laughed  )"
361,happiness,@aidadoll he thinks he's a gangsterrr  his ass don't even fit in G Unit. &amp; I know :| )))))
362,happiness,This is my anthem right now.... don't leave me high and dry.  ? http://blip.fm/~79fcr
363,happiness,@_Enigma__ OMG daon't tell me you have watched twilight enuff to know that !!
364,happiness,Woot. just had my interview! went awsome! I didn't get to talk with Mr. Johnny thought...  oh well I still did really good!
365,happiness,Finally on my way home
366,happiness,"crap. have to break my &quot;no work in weekend&quot; rule  so much overloaded with work. aargh, hate it!"
367,happiness,I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...
368,happiness,just about to say goodbye to @karenbrady and @agneslikaite two of the best interns that Elevate have ever had
369,happiness,@tiyephoenix I have to DJ 2 gigs on 6/20. no bk hh fest for me  so please keep me posted on live dates
370,happiness,looks like another sober weekend ahead...
371,happiness,@DJClicheDarknes I haven't had a good homemade flour tortilla in ages.
372,happiness,"Ok, I'm going outside...wish i was playing basketball  oh well..."
373,happiness,@Sak_Pase I guess u ain like me den.. My hair cut short..  lol
374,happiness,@Spitphyre well good luck with #twpp in an hours time i think i will be on my way home  have fun!
375,happiness,"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I'm a stapler..."
376,happiness,i'm under 100 followers again  gosh darn. good mood atm. might have a bbq later. heat waaaave &lt;3
377,happiness,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me
378,happiness,@josemarques I don't feel like having to reboot  If only OSX supported Hibernate &amp; Reboot in Bootcamp... -.-
379,happiness,found six great vegan places to eat and relax at; four of which I can't get to without a car
380,happiness,In the university with hungry!!
381,happiness,"@lauradawg LOL she is okay, its just he songs are so catchy they get stuck in my head"
382,happiness,Back in Manchester. Whats with the weather? Sweaty
383,happiness,"@KimberlySMoore It's good they're realistic, but I still don't like thinking about it!!!"
384,happiness,Finally left the house! It's gloomy outside.
385,happiness,"Loving the sun today, even thought I should be revising. Not a good day though, been at Kates all afty, shit day for her bless her  x"
386,happiness,via @cornellfinch: Found #geocache Head's Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4
387,happiness,@patsytravers http://twitpic.com/66sbz - thats actually adorable! ooh how i miss dude
388,happiness,@ddlovato miss chatting with you
389,happiness,Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks
390,happiness,"Ohhhh man  My mom got a bag of these caramel candy things, they're soooo good. I'm going to get so fat off of them ;__;"
391,happiness,Hallooo bayern!hallooo stau!
392,happiness,@ShannonGrissom @grannypig #followfriday thank you!  I'm still not even close to what I had as @GottaLaff
393,happiness,@socallove yeah  it will get better though  i know it!
394,happiness,I'm packed up &amp; leaving my Canterbury office &amp; my fab QA&amp;V colleagues for the last time   A great bunch of people. I will miss you xx
395,happiness,My Degree  [Tear] happy moment!  http://mypict.me/1ZpF
396,happiness,Have a happy Friday and weekend everyone .. TGIF for me is nothing
397,happiness,"@mariamariamaria i'm sorry you aren't feeling too good, mama  I'm heading up today @ 4, i'll be calling you .."
398,happiness,@AnnaSaccone Seeing my friends and doing coursework  I have the weekend off work so I am happy!
399,happiness,"@alliemunchkin :3, Youtube loves my HD videos  well maybe."
400,happiness,Licking chocolate crumbs off a Twirl wrapper like Zammo on smack
401,happiness,finally got out of a 12 km traffic jam. we'll probably not be able to make it in time for a few laps tonight
402,happiness,@nicolahunt nice way 2 end the week...
403,happiness,"Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn't convince Diamond, nothing will."
404,happiness,@lanceseabourn I know  but this sub is sooooo good
405,happiness,Whistling while you work = LAME! lol
406,happiness,@KirstynSmith I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today
407,happiness,want food too
408,happiness,@indiepixie omg a roach was in my room for the first time ever in this apartment today. I hope I don't have Patricia luck next
409,happiness,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther &lt;3    p.s.s i miss u katherine
410,happiness,"Oh great, Radio Disney doesn't crash with the latest webkit, so my kid can run it again. HEY WAIT."
411,happiness,Heading to Beaumont
412,happiness,@kelseyrose56 I WISH YOU WERE GOING TOO!  are you still coming to nicoles preprom? @nicolesx319 Can't wait for preprom!!!!
413,happiness,@KrystalNichole Pretty good!!! I think I overdid the gym yesterday... other than that just working
414,happiness,"also, Lipton's Sparkling Green Tea is gross"
415,happiness,"@MissShell20 eeeeep so jealous ;) I'm at work  um, how can u receive Viva? Do they broadcast it online? :plz:"
416,happiness,@OakMonster I hear ya.
417,happiness,@raczilla nice beta for easports still no news on the online for madden
418,happiness,Just recollecting my jog this a.m. - almost perfect except unkown type hanging out by my vehicle.  Too much mental noise- only 6 mile jog
419,happiness,"@christa42 you mean the post concert blues ;) *lol*  Well, I soooo know what you mean ..."
420,happiness,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx
421,happiness,Just found out my baby cousin is gonna be a dad!!!! At least he's married already. Everybody is getting married and having kids before me
422,happiness,had a great time at six flags yesterday.. its summer   my friend spent the night last night and just left so now i'm bored..
423,happiness,Nobody ever @mandagh' s   makes me sad
424,happiness,i really wanna play....
425,happiness,"Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!"
426,happiness,"@markfriend I asked mum bout going out tommorow, she laughed in my face lmao"
427,happiness,"I'm in a pub garden,  its boiling,  hannah no likey,"
428,happiness,http://twitpic.com/66uq4 - hotttt weather! getting blackk before it starts to rain again
429,happiness,New baby doing well.  I will be attempting to do some more &quot;painting&quot; this weekend.
430,happiness,"@tenuousness: aoh is one of the best bands. they played my frosh, i was stoked. i have to work tonight, or else i'd totally be there!"
431,happiness,to all members of CF! check your facebook in computer immediately. a sweet video from Gulardi is waiting for you all. made me teary
432,happiness,@isuhin O dear. so you're going to be fucking that kiddoe and I'm going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!&lt;3
433,happiness,"@evanlyoko Yay! At least I'll get to see you next year! I'm sad, too."
434,happiness,"Just got done working with Nate today...got another 100%! Yippee!! He's going on vacation next week, so I have to brave Calc on my own."
435,happiness,FRIDAY!! I gotta work tommorow tho
436,happiness,@luvinmycurves womp womp woooomp!
437,happiness,"Played  Friendly Gm today(Bulgaria). Def. is on pt., offensively, still working on timing.  Israel on Sun. Gotta cut 2 more players."
438,happiness,@gdrage LOL that'll teach me to blindly trust amazon search results without reading!
439,happiness,Excited to see the girls today; @takinakab its boring at work without you
440,happiness,@millionsbyname Jared's wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!
441,happiness,@skybluetom4 Ha Ha thanks Tom! I'm such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x
442,happiness,"@ArnaudJacobs haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away.."
443,happiness,"Outside for just about 1 hour, the sun was bloody hot - no tan  Wait for monday then will spend around 2 hours outside ;)"
444,happiness,going camping in a coupla hours. gotta pack everything... by myself
445,happiness,@finalscoreB3G2  How nice
446,happiness,Trying to shop online wis I could find sevens for 40.  haha
447,happiness,i wish paramore would come to ireland
448,happiness,10 more days to go for Freedom!!!!!! Damn these xams!!
449,happiness,Listening 2 music @ home all alone lol  who wants 2 come over &amp; hang with me LOL!!
450,happiness,@benandskin Ah GDit! Ranger game this afternoon
451,happiness,@DEWz_PingPong Awww I'm teaching my son (when I have one) those manners!  Too many boys are lacking those!
452,happiness,@BlacksilkBlog Hugs to you for not being able to shag Crush anymore  x
453,happiness,"Out if class!! Yow party + four hour lecture don't mix attal!! I had to drink 3 red bulls &amp; I'm still sleepy .,,,,smh! Alrite bedtime"
